rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	semkey	srcid	src_set_rn	status	analysis
62091	1174	Newar	mhɔ	mhɔ	body	body		1.1.1	1.1	0		17
62092	1174	Newar	jɔwɔ	jɔwɔ	side (right)	side (right)		1.4.5	1.2	0		
62093	1174	Newar	depa	depa	side (left)	side (left)		1.4.5	1.3	0		b?
62094	1174	Newar	liu◦ne	liu◦ne	back	back		1.4.8	1.4	0		209,m
62095	1174	Newar	nhyɔ:◦ne	nhyɔ:ne	front	front		1.4.4	1.5	0		2525,m
62096	1174	Newar	mhɔ	mhɔ	torso / trunk	torso  /  trunk		1.5.3.2	1.6	0		17
62097	1174	Newar	mulɔe	mulɔe	lap	lap		1.4.4.2	1.8	0		
62098	1174	Newar	chāti	chāti	bosom	bosom		1.4.4.2	1.9	0		b
62099	1174	Newar	lā	lā	flesh / meat	flesh  /  meat		1.1.1.1	1.11	0		1866
62100	1174	Newar	mwa:	mwa:	alive / be living	alive  /  be living		1.1.2.1	1.12	0		62
62101	1174	Newar	si:	si:	die / be dead	die  /  be dead		1.1.6	1.13	0		27
62102	1174	Newar	si: mhɔ	si: mhɔ	corpse / dead body	corpse  /  dead body		1.1.6.1	1.14	0		27,17
62103	1174	Newar	si: mhɔ	si: mhɔ	carcass / dead animal	carcass  /  dead animal		1.1.6.1	1.15	0		27,17
62104	1174	Newar	nhyɔ:	nhyɔ:	sleep /  be asleep	sleep  /   be asleep		1.1.4.1	1.16	0		129
62105	1174	Newar	den◦e-gu	den◦e-gu	sleep /  be asleep	sleep  /   be asleep		1.1.4.1	1.16	0		
62106	1174	Newar	nhyɔlɔ̃◦ca-ye	nhyɔlɔ̃◦ca-ye	awake / be awake	awake  /  be awake		1.1.4	1.17	0		129,5768,s
62107	1174	Newar	mhɔ◦ne	mhɔ◦ne	dream	dream	v.	1.1.4.2	1.18	0		126,m,126,m,m
62108	1174	Newar	chyɔ̃	chyɔ̃	head	head		1.2.1	2.1	0		m
62109	1174	Newar	cɔsupwā:	cɔsupwā:	top of head / crown / pate	top of head  /  crown  /  pate		1.2.1.2	2.2	0		
62110	1174	Newar	sripec	sripec	top of head / crown / pate	top of head  /  crown  /  pate		1.2.1.2	2.2	0		
62111	1174	Newar	chyɔ̃ kwẽ	chyɔ̃ kwẽ	skull	skull		1.2.1.1	2.4	0		m,238
62112	1174	Newar	nhye◦pu	nhye◦pu	brain (= 9.1 )	brain (=  9.1  )		1.2.4	2.5	0		249,252
62113	1174	Newar	nhæ	nhæ	sinus	sinus		1.2.8.1	2.6	0		803
62114	1174	Newar	sɔ̃	sɔ̃	hair of head	hair of head		1.2.3	2.7	0	D1	366
62115	1174	Newar	kha pa	kha pa	comb (of rooster)	comb (of rooster)		1.2.2.1	2.9	0		5568,m
62116	1174	Newar	nye◦ku:	nye◦ku:	horn (of animal)	horn (of animal)		1.2.2	2.10	0		m,m
62117	1174	Newar	khwā	khwā	face	face		1.2.5	3.1	0		273
62118	1174	Newar	kɔpa:	kɔpa:	forehead / brow	forehead  /  brow		1.2.5.1	3.2	0		1241
62119	1174	Newar	nhɔku	nhɔku	temple	temple		1.2.5.1	3.3	0		
62120	1174	Newar	mi◦khā	mi◦khā	eye	eye		1.2.6	3.4	0		682,1110
62121	1174	Newar	mi◦khā	mi◦khā	eyeball	eyeball		1.2.6.1	3.4.2	0		682,1110
62122	1174	Newar	mi◦kha pili	mi◦kha pili	iris	iris		1.2.6.2	3.4.2.1	0		682,1110,m
62123	1174	Newar	nani	nani	pupil	pupil		1.2.6.2	3.4.2.2	0		m
62124	1174	Newar	nanicā	nanicā	white of eye	white of eye		1.2.6.3	3.4.2.3	0		m
