rn	lgid	language	reflex	originalreflex	gloss	originalgloss	gfn	semkey	srcid	src_set_rn	status	analysis
39996	538	Trung [Dulong] (Dulonghe)	sɯ³¹ mŭʔ⁵⁵ ɔŋ⁵³	sɯ³¹ mŭʔ⁵⁵ ɔŋ⁵³	front	front		1.4.4		0		m,m,m
39997	538	Trung [Dulong] (Dulonghe)	u⁵⁵ dzu⁵³	u⁵⁵ dzu⁵³	front	front		1.4.4		0		m,m
39998	538	Trung [Dulong] (Dulonghe)	tɯm⁵⁵	tɯm⁵⁵	back (side)	back (side)		1.4.8		0		1362
39999	538	Trung [Dulong] (Dulonghe)	ɑ³¹ gŭi⁵⁵	ɑ³¹ gŭi⁵⁵	left	left		1.5.3.2		0		p,2154
40000	538	Trung [Dulong] (Dulonghe)	ɑ³¹ bɹɑ̆ŋ⁵³	ɑ³¹ bɹɑ̆ŋ⁵³	right (side)	right (side)		1.5.3.2		0		
40001	538	Trung [Dulong] (Dulonghe)	ɑ³¹ duŋ⁵⁵	ɑ³¹ duŋ⁵⁵	middle	middle		1.9.4		0		p,3447
40002	538	Trung [Dulong] (Dulonghe)	ɑŋ³¹ sep⁵⁵	ɑŋ³¹ sep⁵⁵	side	side		1.4.5		0		
40003	538	Trung [Dulong] (Dulonghe)	kɑ⁵⁵ lɯ̆m⁵³	kɑ⁵⁵ lɯ̆m⁵³	egg	egg				0		1110,3438
40004	538	Trung [Dulong] (Dulonghe)	ceɹ⁵⁵	ceɹ⁵⁵	wing	wing		1.5.1.3		0		762
40005	538	Trung [Dulong] (Dulonghe)	ɑŋ³¹ mɯ̆l⁵⁵	ɑŋ³¹ mɯ̆l⁵⁵	fur	fur		1.6.1		0		p,363
40006	538	Trung [Dulong] (Dulonghe)	ɕɑ⁵⁵ pɯn⁵⁵	ɕɑ⁵⁵ pɯn⁵⁵	leather, hide	leather, hide		1.6.5.1		0		34,591
40007	538	Trung [Dulong] (Dulonghe)	deɹ⁵⁵ mu⁵⁵	deɹ⁵⁵ mu⁵⁵	claw	claw		1.5.10.4		0		506,m
40008	538	Trung [Dulong] (Dulonghe)	tɕɯi³¹ gɹi⁵³	tɕɯi³¹ gɹi⁵³	hoof	hoof		1.5.4		0		m,5621
40009	538	Trung [Dulong] (Dulonghe)	tɕɯ³¹ gɹi⁵³	tɕɯ³¹ gɹi⁵³	hoof	hoof		1.5.4		0		m,5621
40010	538	Trung [Dulong] (Dulonghe)	tɕi³¹ xɹɯ⁵⁵	tɕi³¹ xɹɯ⁵⁵	horn	horn		1.2.2		0		m,819
